3.9451,11.536,2.2917,5.9401,26.133,5.2153,4.4274,13.804,4.0984,0.088554,3.1224,0.086556,3.0768,0.091664,3.0634,0.12081,0.037758
4.0215,12.225,2.3034,6.0641,26.071,5.297,4.5929,14.644,4.2357,0.087247,3.1182,0.084419,3.076,0.089306,3.0873,0.12234,0.039766
4.1212,12.472,2.3235,6.1695,25.268,5.3608,4.7603,14.658,4.3756,0.085424,3.1085,0.081974,3.0475,0.087207,3.0702,0.12507,0.040104
4.2029,12.506,2.3613,6.2501,26.901,5.3928,4.9299,14.959,4.5166,0.086283,3.1306,0.082672,3.0749,0.08793,3.0639,0.12576,0.041109
4.3337,12.935,2.4023,6.4437,27.698,5.5539,5.1595,16.341,4.7156,0.087275,3.1812,0.0838,3.1413,0.0891,3.0705,0.12708,0.041535
4.5485,13.372,2.4794,6.7156,29.711,5.7522,5.4622,17.207,4.9774,0.091506,3.0981,0.087775,3.0521,0.093708,3.0309,0.12992,0.042133
4.6748,14.004,2.532,6.8469,30.134,5.8292,5.6486,17.39,5.1261,0.093456,3.0621,0.089699,3.0411,0.0961,3.0051,0.13365,0.044405
5.3662,17.376,4.0717,7.6554,32.084,7.0693,5.0473,16.101,4.7017,0.092062,3.1182,0.089942,3.0241,0.10305,3.0273,0.12181,0.039655
5.3482,16.648,4.0198,7.5043,33.263,6.876,5.1785,17.419,4.8031,0.09159,3.1131,0.089486,3.0082,0.1014,2.9995,0.1179,0.037994
5.4067,16.807,4.0319,7.525,32.69,6.8623,5.3531,17.233,4.9445,0.09163,3.1308,0.088847,3.0554,0.10094,3.0223,0.11509,0.037538
5.4841,17.101,4.0475,7.6238,32.714,6.91,5.5301,16.97,5.0877,0.093613,3.155,0.090331,3.0721,0.10195,3.0469,0.11613,0.038288
5.5386,16.473,4.0532,7.5822,32.581,6.8269,5.6611,17.306,5.1829,0.093405,3.1465,0.090222,3.0723,0.10189,3.0211,0.11458,0.037351
5.6056,16.963,4.0682,7.6802,33.4,6.8969,5.8341,17.591,5.3308,0.093006,3.0908,0.089656,3.0515,0.1014,3.0061,0.11596,0.036157
5.6355,16.8,4.0584,7.6627,32.792,6.8587,5.8907,19.391,5.3674,0.092552,3.0899,0.089188,3.0324,0.10148,3.0001,0.11413,0.036055
5.7503,16.788,4.1051,7.7706,34.096,6.911,6.1267,19.193,5.5638,0.092027,3.0799,0.088912,3.0153,0.10137,2.9972,0.11635,0.03635
5.7816,16.98,4.0914,7.7603,32.584,6.8758,6.232,18.731,5.6399,0.093456,3.0777,0.090223,2.9942,0.10292,2.9959,0.11393,0.035254
5.8542,17.718,4.1119,7.8126,33.724,6.8869,6.4135,21.464,5.7899,0.093979,3.1084,0.090748,3.0262,0.10354,3.0124,0.11576,0.036595
5.8831,18.409,4.107,7.8832,35.165,6.924,6.5128,22.176,5.861,0.095504,3.1016,0.092279,3.0415,0.10494,2.9999,0.11078,0.035479
5.9828,17.689,4.1501,7.9682,34.12,6.9624,6.6878,20.425,5.9995,0.094553,3.0973,0.091227,3.039,0.10446,3.0045,0.1128,0.034983
5.0264,14.513,2.8608,7.2061,34.876,6.4304,6.1486,19.478,5.7136,0.091336,3.2072,0.088426,3.1783,0.098141,3.0971,0.12269,0.036802
5.1662,15.698,2.9255,7.3212,34.505,6.4928,6.4134,21.086,5.9395,0.09342,3.17,0.090591,3.1219,0.10034,3.057,0.1195,0.035937
5.2547,15.265,2.9254,7.3686,35.744,6.5099,6.6362,21.653,6.1314,0.09343,3.1146,0.090329,3.1136,0.10038,3.1017,0.1151,0.035413
5.3883,15.318,2.9392,7.4096,32.627,6.4609,6.8264,19.658,6.2759,0.093267,3.1491,0.089984,3.1202,0.10058,3.1287,0.11649,0.03054
5.382,15.376,2.9601,7.4796,34.569,6.5546,6.9074,21.473,6.349,0.090409,3.1719,0.087065,3.1116,0.097632,3.1524,0.11617,0.03436
5.4684,15.235,2.9931,7.5688,37.649,6.5972,7.0901,21.595,6.5037,0.090178,3.1813,0.086974,3.1173,0.097614,3.1024,0.11472,0.033911
5.5278,15.258,2.984,7.6152,35.469,6.6033,7.2119,21.817,6.5906,0.091758,3.2231,0.088412,3.1682,0.099399,3.0826,0.11395,0.034439
5.5844,15.444,2.9867,7.6582,35.646,6.6185,7.3304,22.241,6.6837,0.093224,3.2049,0.089927,3.1863,0.10095,3.074,0.11418,0.035337
5.6047,15.072,2.9757,7.6689,35.186,6.619,7.4134,23.049,6.7444,0.095052,3.1931,0.09194,3.1533,0.10264,3.0739,0.11222,0.033727
5.6922,15.927,3.0119,7.7195,35.465,6.6183,7.5721,23.17,6.8643,0.095044,3.1357,0.091874,3.1129,0.10293,3.0824,0.11341,0.034593
5.7199,15.476,2.999,7.7452,35.795,6.6341,7.6452,22.46,6.9172,0.094009,3.1496,0.090734,3.1208,0.1019,3.1191,0.11191,0.034079
5.8253,15.398,3.0464,7.8745,36.699,6.7125,7.8197,24.085,7.0562,0.093293,3.1321,0.089882,3.1161,0.10155,3.1311,0.11392,0.03449
5.8061,15.442,3.0074,7.8522,36.77,6.6821,7.8507,23.058,7.0661,0.091421,3.1644,0.088196,3.0827,0.1,3.0934,0.11048,0.033872
5.9042,16.675,3.043,7.9176,36.514,6.7224,7.9951,24.129,7.184,0.091713,3.227,0.088507,3.1818,0.10047,3.0634,0.1131,0.033901
5.9253,15.739,3.0376,7.9199,37.241,6.6883,8.0481,24.06,7.2023,0.093146,3.2103,0.090048,3.1766,0.10207,3.0786,0.1102,0.033187
6.0302,15.925,3.0702,8.02,36.221,6.7389,8.2488,23.508,7.3772,0.095017,3.1753,0.09197,3.1741,0.10409,3.0488,0.11286,0.033999
6.0621,15.529,3.1001,8.0137,37.496,6.712,8.2854,24.293,7.3889,0.095852,3.1494,0.092644,3.1168,0.10501,3.0811,0.11192,0.033158
6.1519,16.336,3.1349,8.0901,37.4,6.7298,8.5003,26.263,7.5614,0.09496,3.1223,0.091802,3.1012,0.1045,3.0971,0.11299,0.034722
6.1776,15.642,3.1306,8.0651,37.256,6.7142,8.539,24.977,7.5884,0.092895,3.1374,0.089531,3.0968,0.10269,3.1408,0.11413,0.035475
6.2449,16.114,3.1637,8.151,36.591,6.7462,8.6697,25.761,7.6813,0.091758,3.1235,0.088457,3.0875,0.10195,3.1171,0.11306,0.034425
6.266,15.655,3.1482,8.1879,38.966,6.7284,8.776,26.438,7.7543,0.091948,3.2221,0.088814,3.1496,0.10233,3.0895,0.11217,0.034552
6.3505,15.792,3.1944,8.2089,37.982,6.7465,8.8908,25.859,7.8425,0.093372,3.2787,0.090054,3.2237,0.10388,3.0726,0.11378,0.03657
6.3441,15.984,3.1803,8.2065,37.336,6.7213,8.9071,25.734,7.8329,0.094735,3.1882,0.091481,3.164,0.10516,3.0593,0.11114,0.034817
6.4089,15.763,3.2088,8.2815,38.617,6.7421,9.0097,26.621,7.8969,0.095474,3.1744,0.092397,3.1372,0.10606,3.0716,0.1118,0.033671
6.4823,15.538,3.2474,8.3464,37.774,6.7789,9.1418,26,7.9903,0.095232,3.1134,0.091988,3.0904,0.10571,3.0983,0.11245,0.035035
6.5667,15.979,3.3053,8.3724,38.609,6.771,9.2652,26.58,8.0901,0.09294,3.1065,0.089585,3.0734,0.10423,3.0979,0.11119,0.033196
6.6576,15.918,3.3449,8.4463,40.317,6.7898,9.396,28.599,8.1808,0.09216,3.1384,0.088778,3.0704,0.10398,3.0855,0.11199,0.032907
6.7124,15.616,3.3772,8.5416,39.58,6.8444,9.5308,27.821,8.2816,0.092187,3.2277,0.088771,3.1644,0.10389,3.0842,0.11067,0.034386
6.7492,15.63,3.4207,8.5393,38.584,6.7934,9.6015,27.107,8.318,0.09421,3.2387,0.090926,3.2123,0.10609,3.0638,0.10986,0.035202
6.8222,16.121,3.4433,8.6674,38.737,6.9045,9.743,28.356,8.4386,0.096432,3.1833,0.092975,3.1508,0.10792,3.0627,0.11039,0.036787
6.9423,16.114,3.4942,8.7452,39.507,6.9171,9.8928,28.733,8.5469,0.096804,3.0812,0.09348,3.0717,0.10895,3.0466,0.10977,0.034546
7.0312,16.521,3.5522,8.8254,41.11,6.9729,9.9962,28.58,8.6111,0.096027,3.0767,0.092584,3.0459,0.10833,3.0918,0.1113,0.03506
6.6705,16.593,3.3984,7.7735,37.277,6.7268,8.5531,25.535,8.2054,0.087406,3.0963,0.08465,3.0786,0.10086,3.0887,0.12109,0.037879
6.8545,15.862,3.4301,7.9214,37.385,6.8692,9.0212,26.315,8.6336,0.086141,3.1415,0.083065,3.0607,0.10027,3.1189,0.11344,0.03716
6.9179,16.577,3.4889,7.9585,38.464,6.8683,9.1443,26.521,8.737,0.084178,3.1564,0.080649,3.0769,0.09827,3.1325,0.10997,0.035614
7.0258,16.18,3.553,8.0373,37.843,6.9061,9.3091,26.425,8.8784,0.084045,3.2068,0.080152,3.1299,0.098189,3.0919,0.10915,0.03459
7.1103,15.919,3.6274,8.1017,37.945,6.9337,9.4186,26.85,8.9658,0.085174,3.2653,0.081224,3.1602,0.098921,3.0271,0.1117,0.037267
7.1262,16.553,3.6448,8.1236,38.37,6.9121,9.394,26.767,8.92,0.08762,3.1896,0.083578,3.1181,0.10092,3.0247,0.11102,0.035855
7.1879,16.609,3.7014,8.1616,38.111,6.9335,9.5053,27.55,9.0109,0.088803,3.1358,0.084543,3.0771,0.10147,3.0451,0.11068,0.036089
7.2819,17.084,3.7619,8.2446,39.321,6.986,9.5951,28.012,9.0751,0.08764,3.1152,0.083504,3.0533,0.10083,3.0961,0.11067,0.034505
7.3255,16.646,3.8092,8.2645,38.236,6.9603,9.6757,27.408,9.1316,0.085925,3.1253,0.081544,3.0492,0.098971,3.1215,0.10838,0.03348
7.4528,17.887,3.8957,8.3631,39.545,7.0245,9.8475,28.259,9.2793,0.085384,3.2314,0.080875,3.0854,0.099147,3.1256,0.10916,0.035783
7.4901,16.983,3.9468,8.3646,38.918,6.9865,9.895,27.69,9.3039,0.086028,3.2591,0.081334,3.1627,0.099284,3.0742,0.10802,0.035139
7.5821,17.144,4.0029,8.4441,39.176,7.0291,10.001,27.878,9.381,0.087968,3.247,0.083527,3.1662,0.10157,3.0466,0.10901,0.035329
7.6291,17.419,4.0499,8.472,40.338,7.033,10.06,28.84,9.4197,0.089203,3.1559,0.084647,3.1078,0.1023,3.0524,0.10889,0.035532
7.6985,17.549,4.116,8.5409,39.645,7.05,10.148,28.334,9.4817,0.088596,3.0919,0.084106,3.0562,0.10195,3.0983,0.1083,0.03514
7.8091,17.467,4.1926,8.58,39.652,7.1026,10.311,30.435,9.626,0.087367,3.1345,0.082584,3.0626,0.10111,3.1456,0.10584,0.034178
7.866,17.772,4.235,8.6263,41.766,7.0986,10.362,29.83,9.6582,0.086165,3.1744,0.081173,3.0712,0.099894,3.1465,0.10761,0.035119
7.8736,17.818,4.3334,8.4669,39.155,6.8603,10.339,28.574,9.6105,0.084556,3.2581,0.079991,3.1319,0.099115,3.1036,0.10497,0.036753
8.0062,18.223,4.3693,8.7311,42.372,7.1147,10.565,30.502,9.8094,0.08764,3.2262,0.082805,3.1445,0.10149,3.02,0.10765,0.036607
8.0836,18.337,4.4525,8.7405,40.912,7.0901,10.648,29.786,9.8724,0.089395,3.1614,0.084418,3.0936,0.10282,3.0252,0.10606,0.035824
8.1527,19.128,4.505,8.8261,40.278,7.1146,10.715,29.89,9.9098,0.089021,3.1003,0.084084,3.0541,0.10269,3.0852,0.10861,0.038567
8.2191,18.947,4.6051,8.8798,42.792,7.1545,10.806,31.177,9.9799,0.087249,3.1247,0.082457,3.0377,0.10137,3.1418,0.10941,0.038388
8.295,19.14,4.6552,8.9098,42.092,7.1631,10.916,31.041,10.071,0.085722,3.1884,0.080976,3.0718,0.10023,3.1303,0.11077,0.039317
8.3318,19.7,4.7122,8.9782,42.085,7.1422,10.94,30.584,10.053,0.085611,3.2764,0.080874,3.1238,0.099893,3.1052,0.10634,0.038064
8.4199,19.631,4.7649,9.0664,41.886,7.1908,11.088,30.786,10.183,0.087186,3.2356,0.082246,3.1352,0.10091,3.0374,0.10801,0.037317
8.4533,19.469,4.8239,9.0743,41.489,7.1472,11.131,30.693,10.2,0.088866,3.1851,0.084377,3.1103,0.10258,3.0484,0.10732,0.037219
8.611,19.872,4.8918,9.1418,42.392,7.1756,11.299,31.658,10.332,0.089659,3.1074,0.084798,3.0447,0.1035,3.0749,0.10918,0.033822
8.624,20.789,4.9984,9.0906,41.653,7.152,11.295,32.774,10.324,0.088241,3.1193,0.08332,3.0627,0.10209,3.1833,0.10761,0.038048
8.6604,20.45,5.0387,9.1424,41.065,7.161,11.282,32.902,10.289,0.086548,3.1491,0.081315,3.0613,0.10047,3.1294,0.11048,0.037673
8.7142,20.863,5.1288,9.0835,43.229,7.0909,11.333,32.465,10.321,0.085928,3.2648,0.080753,3.1182,0.10027,3.0911,0.11013,0.038836
8.6343,21.152,5.1073,9.0024,40.399,6.9924,11.178,31.676,10.157,0.086988,3.3072,0.082337,3.1618,0.10085,3.0237,0.10845,0.038487
8.5135,20.578,5.0808,8.8782,40.072,6.8295,10.928,30.518,9.8829,0.088888,3.1833,0.084681,3.1087,0.10256,3.07,0.10608,0.040344
8.6002,20.51,5.1562,8.9192,42.003,6.832,11.005,31.191,9.9269,0.089133,3.1106,0.084726,3.0515,0.1028,3.0995,0.10597,0.03849
8.6283,22.718,6.0891,8.1543,40.649,7.212,9.3349,30.539,8.744,0.08368,3.2594,0.079136,3.1269,0.10287,3.1385,0.10454,0.036231
8.9472,22.429,6.3068,8.185,42.867,7.238,9.955,30.14,9.3138,0.082693,3.3666,0.078574,3.1442,0.10325,3.1759,0.098961,0.037493
8.9664,22.961,6.2981,8.2098,42.23,7.2511,10.035,31.093,9.3755,0.082523,3.4947,0.077965,3.2386,0.1029,3.1728,0.096439,0.03894
9.0786,23.633,6.3568,8.315,41.414,7.3126,10.27,32.053,9.5857,0.084072,3.4755,0.079235,3.2492,0.10342,3.1219,0.097162,0.038715
9.1561,23.338,6.4228,8.3098,42.998,7.2604,10.377,33.076,9.6652,0.085646,3.4231,0.080737,3.2159,0.10429,3.1361,0.097653,0.039837
9.2611,24.544,6.4988,8.315,41.645,7.2281,10.496,31.787,9.7552,0.085588,3.2984,0.080545,3.1333,0.10479,3.1114,0.09712,0.03873
9.3326,24.195,6.5545,8.4047,41.156,7.2679,10.665,32.352,9.8942,0.084713,3.3006,0.079836,3.1099,0.10372,3.1271,0.095998,0.038426
9.4705,24.43,6.6596,8.4859,43.297,7.2898,10.824,32.601,10.021,0.083846,3.3455,0.078942,3.121,0.10351,3.1669,0.096407,0.03917
9.5938,25.32,6.7531,8.5018,42.856,7.2991,10.933,33.724,10.107,0.083434,3.4171,0.078505,3.1961,0.10323,3.166,0.099153,0.040067
9.7158,25.721,6.8467,8.5007,42.888,7.2549,11.057,33.65,10.2,0.084265,3.5232,0.079005,3.2188,0.10447,3.1698,0.098488,0.041097
9.7946,26.218,6.908,8.6283,45.799,7.3446,11.17,36.125,10.287,0.086206,3.4917,0.080933,3.2376,0.10571,3.1216,0.097291,0.040558
9.8878,27.096,6.9862,8.7429,43.348,7.3974,11.274,34.771,10.357,0.087074,3.3216,0.081937,3.1605,0.10648,3.1305,0.097933,0.040491
9.9483,26.576,7.0374,8.6684,43.926,7.3344,11.348,34.751,10.421,0.085686,3.2939,0.080483,3.1314,0.10549,3.128,0.09835,0.040856
10.122,27.906,7.1749,8.7146,43.576,7.3384,11.545,34.711,10.585,0.084963,3.3588,0.0795,3.1384,0.10575,3.1785,0.097884,0.039969
10.247,27.619,7.2844,8.8651,45.068,7.4248,11.68,36.042,10.674,0.084654,3.5185,0.079033,3.1724,0.10557,3.2264,0.099108,0.040937
10.428,27.655,7.4166,8.924,45.141,7.4593,11.913,34.928,10.877,0.084613,3.5167,0.079033,3.2064,0.10541,3.1442,0.1005,0.038474
10.484,28.562,7.5322,8.9083,45.784,7.4465,11.97,37.414,10.93,0.08675,3.5563,0.081418,3.2519,0.10715,3.1522,0.10049,0.045507
10.723,29.372,7.6695,9.0747,44.56,7.5411,12.181,37.411,11.085,0.089378,3.4587,0.083136,3.1747,0.1095,3.1663,0.10317,0.041559
10.812,29.135,7.7578,9.0564,46.593,7.491,12.261,36.152,11.133,0.088393,3.2952,0.082397,3.1061,0.10926,3.1271,0.10305,0.040186
11.046,30.128,7.9451,9.1851,48.274,7.5514,12.525,36.147,11.349,0.087363,3.2847,0.081717,3.1158,0.10915,3.1757,0.10341,0.037518
11.139,30.264,8.0393,9.237,46.931,7.5742,12.634,37.421,11.439,0.085974,3.4844,0.080431,3.1434,0.10827,3.1838,0.10314,0.040875
11.312,31.207,8.1803,9.3013,46.547,7.5805,12.755,38.854,11.517,0.086226,3.5804,0.080485,3.2141,0.10896,3.1977,0.10402,0.042523
11.486,31.06,8.3349,9.3976,47.337,7.6389,13.001,37.9,11.732,0.088545,3.5713,0.083013,3.2045,0.11083,3.1355,0.10591,0.042473
11.631,31.973,8.4398,9.4588,48.585,7.6538,13.136,40.254,11.837,0.089709,3.4379,0.084267,3.1548,0.11151,3.0766,0.10513,0.040159
11.724,31.652,8.5328,9.4971,46.316,7.6593,13.207,38.552,11.876,0.08956,3.3462,0.084362,3.1131,0.1116,3.1095,0.1055,0.042753
11.93,32.678,8.7047,9.5482,47.178,7.6831,13.449,38.417,12.096,0.088298,3.3412,0.082876,3.1088,0.11104,3.1501,0.10721,0.039612
12.005,32.446,8.7648,9.6211,47.637,7.72,13.558,38.505,12.177,0.087562,3.4625,0.082147,3.1037,0.11015,3.1561,0.10815,0.040998
12.19,34.947,8.929,9.7051,49.457,7.7608,13.754,40.526,12.334,0.087723,3.5605,0.082005,3.1573,0.11031,3.1036,0.11064,0.04302
12.274,33.096,9.0044,9.7229,48.442,7.7525,13.813,39.158,12.362,0.08967,3.5404,0.084188,3.1699,0.11234,3.0799,0.10849,0.041112
12.444,33.65,9.1182,9.8724,49.468,7.7962,13.974,40.702,12.465,0.091357,3.4133,0.08589,3.0931,0.11371,3.0387,0.11037,0.039201
12.436,33.733,9.1782,9.7716,50.94,7.7319,13.895,38.994,12.389,0.090797,3.3393,0.085132,3.067,0.11312,3.079,0.11046,0.043106
12.596,33.991,9.2853,9.8965,49.51,7.815,14.114,40.421,12.578,0.090363,3.344,0.084112,3.0683,0.11251,3.106,0.10855,0.039629
11.958,31.615,9.2626,8.7513,42.571,7.5731,11.826,34.929,11.049,0.096344,3.1721,0.092239,3.0295,0.11947,2.9231,0.10427,0.037302
12.281,32.572,9.4793,8.8745,43.176,7.6451,12.337,33.48,11.518,0.097104,3.078,0.092572,2.9995,0.1206,2.8646,0.10337,0.034893
12.423,32.769,9.6228,8.9813,43.733,7.7494,12.621,36.995,11.789,0.098847,3.1221,0.093552,2.9863,0.12196,2.908,0.10593,0.037467
12.693,33.295,9.816,9.1513,44.425,7.8661,12.921,37.538,12.055,0.098419,3.1168,0.092175,2.9889,0.12154,2.9534,0.10624,0.037152
12.808,34.184,9.9051,9.2212,45.05,7.9045,13.036,36.932,12.144,0.097979,3.1481,0.091521,3.0065,0.12118,2.9765,0.10545,0.037949
12.98,34.465,10.05,9.3124,45.252,7.9323,13.237,38.769,12.315,0.09783,3.1779,0.09169,3.0232,0.12108,2.9998,0.10499,0.03652
13.102,34.11,10.154,9.3845,45.274,7.9578,13.398,38.96,12.449,0.097206,3.2123,0.090769,3.0234,0.12031,2.9937,0.10292,0.035844
13.399,34.94,10.365,9.531,46.582,8.0721,13.77,39.54,12.785,0.097537,3.2646,0.090656,3.0581,0.12115,3.0138,0.10286,0.036801
13.477,35.453,10.451,9.5525,45.678,8.0556,13.797,39.144,12.791,0.097574,3.2622,0.090373,3.035,0.12141,3.0176,0.10534,0.034937
13.477,35.139,10.432,9.5225,46.131,7.9935,13.778,39.232,12.756,0.09844,3.3212,0.090641,3.0499,0.1208,3.0218,0.10911,0.036311
13.551,35.262,10.501,9.5241,44.982,7.991,13.835,39.028,12.791,0.098155,3.3133,0.090679,3.0644,0.12057,2.9717,0.10766,0.036714
13.7,34.682,10.624,9.5864,46.018,7.9972,14.027,39.645,12.966,0.10076,3.2803,0.093241,3.0578,0.12286,3.0045,0.10878,0.037279
13.88,37.616,10.774,9.67,47.299,8.0398,14.193,40.592,13.093,0.10283,3.2476,0.095432,3.0416,0.12504,2.9749,0.10726,0.036909
14.075,35.959,10.929,9.7193,46.746,8.0734,14.405,39.393,13.283,0.10394,3.2608,0.09642,3.0448,0.12616,2.9818,0.10514,0.035988
14.241,36.714,11.061,9.7739,46.691,8.0899,14.554,41.068,13.398,0.1048,3.1858,0.096944,3.0205,0.12704,2.9654,0.10614,0.033354
14.366,36.343,11.167,9.8769,47.561,8.1554,14.651,42.432,13.473,0.10541,3.1976,0.097067,2.9962,0.12722,2.9761,0.10204,0.034587
14.539,36.964,11.309,9.9313,46.882,8.179,14.771,40.374,13.568,0.10604,3.123,0.097665,2.997,0.12802,3.021,0.10363,0.036189
14.763,39.219,11.493,9.9374,47.24,8.1835,14.969,42.068,13.745,0.10646,3.1271,0.097059,3.0106,0.12955,3.0188,0.10845,0.036411
14.924,37.879,11.625,9.9991,48.6,8.1829,15.128,43.535,13.854,0.10685,3.1828,0.097524,3.0397,0.12953,3.0595,0.10849,0.035963
15.171,38.819,11.816,10.108,47.24,8.311,15.387,43.293,14.098,0.10711,3.2499,0.096785,3.0504,0.13043,3.0605,0.10635,0.03545
15.303,39.496,11.931,10.202,50.133,8.375,15.477,44.503,14.165,0.10492,3.3229,0.094251,3.0624,0.12848,3.07,0.10452,0.035335
15.517,40.459,12.122,10.166,48.138,8.3177,15.674,43.769,14.339,0.10753,3.3107,0.096875,3.072,0.13122,3.053,0.10599,0.034324
15.691,39.691,12.223,10.361,48.156,8.4397,15.844,43.713,14.463,0.10727,3.369,0.097133,3.0667,0.13101,3.0234,0.10338,0.03207
15.858,40.551,12.395,10.474,48.463,8.5406,16.015,45.048,14.616,0.10615,3.391,0.096351,3.0682,0.13023,2.9715,0.098046,0.031881
16.089,41.482,12.581,10.602,49.916,8.6411,16.299,45.567,14.869,0.10663,3.4376,0.097329,3.0519,0.13111,2.9196,0.097406,0.033227
16.35,41.565,12.807,10.714,52.014,8.6818,16.523,46.245,15.05,0.10769,3.3726,0.09833,3.0513,0.13256,2.9512,0.098798,0.034553
16.383,42.019,12.897,10.657,50.965,8.6131,16.547,46.016,15.072,0.10885,3.3535,0.099069,3.0077,0.13279,2.9339,0.096962,0.034995
16.753,42.983,13.145,10.866,50.936,8.7695,16.923,47.38,15.4,0.10963,3.2754,0.099918,2.9953,0.13355,2.9217,0.10035,0.033324
16.828,42.897,13.228,10.895,52.261,8.7346,16.949,47.126,15.396,0.10912,3.2596,0.099968,2.9875,0.13301,2.917,0.09902,0.031834
17.177,44.282,13.517,11.003,49.412,8.807,17.293,47.378,15.704,0.10982,3.2301,0.10008,2.9843,0.13423,2.9854,0.09935,0.034082
17.525,45.221,13.817,11.13,52.024,8.8954,17.637,48.557,16.014,0.10995,3.237,0.10008,2.99,0.1346,3.02,0.098958,0.032034
17.696,45.811,13.964,11.253,51.542,8.9314,17.762,47.885,16.103,0.10889,3.2766,0.099192,2.9877,0.1338,3.0529,0.10005,0.032011
14.134,36.659,11.816,8.5456,39.047,7.298,13.524,36.493,12.723,0.099175,3.3699,0.092831,3.0912,0.11554,3.0679,0.090692,0.028087
15.13,37.585,12.545,9.135,42.213,7.7863,14.837,39.672,13.959,0.10527,3.2711,0.096756,3.0637,0.12224,3.067,0.097186,0.029775
15.646,39.668,12.949,9.4374,42.376,8.0125,15.427,41.694,14.497,0.10849,3.2151,0.099301,3.0487,0.12556,3.1018,0.10217,0.029792
15.99,40.45,13.232,9.6018,43.254,8.1135,15.783,40.808,14.822,0.10921,3.1418,0.099656,3.0255,0.12715,3.1124,0.10527,0.031042
16.192,41.161,13.399,9.6777,43.746,8.1511,16.05,40.951,15.065,0.10973,3.1384,0.10014,3.0064,0.12711,3.1669,0.10424,0.030914
16.485,42.185,13.671,9.815,43.118,8.2413,16.302,44.153,15.283,0.10966,3.2004,0.099791,3.0466,0.12753,3.2259,0.10619,0.029979
16.617,42.787,13.783,9.8502,45.698,8.2519,16.37,44.056,15.335,0.1094,3.175,0.099504,3.0366,0.12707,3.2194,0.10533,0.030971
16.828,43.23,13.971,9.9592,44.239,8.3065,16.575,46.628,15.504,0.10899,3.1876,0.099091,3.0282,0.12716,3.2376,0.10466,0.029659
17.026,43.258,14.156,10.026,45.092,8.3824,16.718,45.819,15.63,0.10916,3.3045,0.098627,3.062,0.12756,3.2276,0.10599,0.030673
17.305,43.328,14.401,10.129,44.455,8.4248,16.936,44.716,15.814,0.1094,3.2777,0.099354,3.0361,0.12757,3.1529,0.10657,0.030579
17.26,44.657,14.394,10.147,44.913,8.4016,16.794,45.763,15.653,0.10854,3.3435,0.098807,3.0439,0.12582,3.1445,0.10451,0.030752
17.65,45.25,14.731,10.279,45.133,8.4801,17.132,45.962,15.952,0.10869,3.2654,0.099556,3.0473,0.1269,3.095,0.10603,0.030818
17.848,46.907,14.912,10.316,47.284,8.5522,17.279,47.034,16.087,0.11293,3.2289,0.1024,3.0238,0.12948,3.159,0.10518,0.031172
18.107,45.554,15.132,10.347,44.658,8.5574,17.486,46.909,16.264,0.11509,3.2016,0.10395,3.0336,0.13213,3.1513,0.10546,0.028757
18.372,46.405,15.363,10.413,46.273,8.5968,17.657,48.131,16.405,0.11515,3.1858,0.10379,3.0062,0.1319,3.1655,0.10481,0.029069
18.766,47.195,15.709,10.573,47.242,8.7101,17.959,48.07,16.667,0.11505,3.2297,0.10389,3.007,0.13201,3.2188,0.10509,0.030333
